"userid","username","firstname","lastname","city","state","email","phone","likesports","liketheatre","likeconcerts","likejazz","likeclassical","likeopera","likerock","likevegas","likebroadway","likemusicals"
247,"JOX70BYY","Naida","Browning","Cape Coral","NB","adipiscing@laciniaSedcongue.com","(416) 477-7040",null,null,null,0,null,0,0,0,null,0
248,"OGG16BYM","Beatrice","Hardy","Mason City","NM","diam.Proin.dolor@Vestibulum.ca","(328) 690-5147",1,null,0,1,null,1,0,null,null,null
251,"ZRU29FGR","Kaitlin","Walter","Mayagez","PE","elit@maurisblandit.org","(700) 262-0394",null,null,1,1,0,null,1,null,null,1
253,"JOY35XKV","Amanda","Ochoa","Beaver Falls","TN","libero.Morbi.accumsan@aptent.org","(421) 428-9525",null,1,null,null,1,null,null,null,0,null
255,"VBK37ETS","Taylor","Reed","Rancho Cucamonga","PE","nunc@placeratCrasdictum.edu","(175) 149-1596",null,null,1,null,1,null,null,1,1,1
258,"RAX82DFY","Kimberly","Mejia","Sun Valley","AB","fermentum.fermentum.arcu@malesuadavelconvallis.ca","(548) 395-4566",0,null,null,null,null,1,1,1,1,1
265,"XDT47NZY","Abraham","Velazquez","Miami","ON","nibh.lacinia.orci@nonantebibendum.edu","(908) 893-9071",1,null,null,0,0,null,null,null,null,null
266,"BJB92BIE","Brielle","Beach","Gaithersburg","SK","non.sapien.molestie@eudoloregestas.com","(473) 870-0249",0,null,1,null,null,0,1,null,null,0
267,"SJF01ZCE","Charles","Larsen","Butte","QC","nec.tempus.scelerisque@Ut.edu","(447) 712-7251",null,1,null,0,null,null,null,0,1,null
269,"POG72QBM","Curran","Fox","Pullman","MN","neque.tellus@ut.edu","(138) 647-7725",null,null,null,null,0,null,null,0,1,null
271,"FVH31VXG","Lance","French","Wisconsin Dells","NU","velit.Quisque.varius@conguea.ca","(611) 444-6968",1,null,0,1,null,null,1,0,0,1
274,"DLV73LOG","Tana","Carson","Poughkeepsie","YT","ornare.egestas.ligula@imperdiet.edu","(321) 715-6163",0,null,null,1,1,1,0,1,null,0
276,"XAX24ZBM","Rowan","Barrera","Newport Beach","GA","risus.Duis@inmolestie.ca","(196) 139-0291",0,null,null,null,null,null,null,0,null,1
277,"ITU08DYX","Grant","Turner","Bessemer","BC","tortor.dictum.eu@nonsollicitudin.edu","(862) 390-9143",0,1,null,0,0,1,null,1,1,null
278,"UAF03FEF","Gretchen","Mcleod","Mesquite","NB","Maecenas.mi.felis@risusvariusorci.edu","(587) 933-8995",null,null,0,1,1,null,null,null,null,null
279,"DWS88BFR","Anika","Camacho","Connellsville","NJ","nibh.Aliquam@Fuscediamnunc.edu","(574) 709-8538",0,1,1,0,null,null,null,1,0,1
280,"FLK61LPZ","Xanthus","Alexander","San Luis Obispo","IN","imperdiet.ornare.In@ornarelibero.com","(654) 707-5045",0,0,0,0,null,null,null,null,1,1
284,"NHX30VSE","Carl","Small","Corvallis","MD","porta@nequeIn.org","(500) 786-8391",0,0,null,null,0,null,0,null,null,1
289,"MKX31OPA","Maite","Tyson","Muskogee","ND","ac.nulla.In@atarcuVestibulum.edu","(126) 597-8116",null,null,null,1,null,null,null,1,null,0
292,"JVQ52ZHL","Brooke","Mcleod","Annapolis","HI","fringilla.est.Mauris@neque.org","(770) 339-0890",null,null,0,1,null,1,null,null,null,0
293,"DTB29LEC","Drew","Burgess","Champaign","KS","non@inlobortis.ca","(969) 863-9354",null,0,1,null,0,0,null,null,null,1
295,"LLS57IZL","Sigourney","Roberson","Richland","MT","non.quam@enimnonnisi.com","(906) 578-3812",null,1,null,null,null,null,null,0,0,1
296,"XYW54QLU","Jolene","Mcdonald","Berkeley","DE","Nunc@Phasellus.edu","(515) 568-1665",0,null,null,null,null,null,0,null,null,1
297,"RIS28ICA","Alma","Oneil","Muncie","ON","ac@justo.com","(616) 606-8785",0,null,null,0,1,null,null,null,null,1
298,"YGW69XIU","Minerva","Clark","Gardena","NH","natoque.penatibus@Fuscefermentumfermentum.edu","(516) 757-0116",1,0,0,1,1,null,null,null,null,0
299,"EBI77YOU","Andrew","Pitts","La Crosse","QC","Nulla.aliquet.Proin@feugiatSed.edu","(943) 750-1101",0,null,0,1,0,0,0,null,null,null
300,"MFN89BWD","Cailin","Vang","Florence","GA","non.quam@etmalesuadafames.com","(430) 814-8972",null,0,null,null,null,0,0,0,0,null
306,"FOE31HPK","Drew","Barber","La Puente","AB","velit@Integer.ca","(138) 726-7299",null,null,0,null,null,null,null,0,null,1
308,"PMC51BUN","Erica","Howard","Watertown","BC","dui.quis@lacusNullatincidunt.com","(639) 945-1641",null,1,0,null,null,null,0,null,1,0
310,"ZCS30WUI","Zephr","Ashley","Long Beach","LA","fermentum.arcu.Vestibulum@purusgravida.ca","(772) 285-4062",1,null,1,0,null,null,0,1,null,0
311,"YRA28VTI","Stephanie","Humphrey","Menomonee Falls","IN","risus@pulvinar.edu","(616) 978-6295",null,null,null,0,null,1,0,null,0,1
313,"JJR34KSR","Kibo","Stanley","Valencia","NT","non.lacinia@elitCurabitursed.edu","(726) 493-7600",1,null,null,1,0,null,null,null,null,null
314,"ZEQ65QZF","Dara","Blevins","Enfield","SD","facilisi.Sed@eueros.edu","(143) 470-5443",1,null,null,0,1,null,null,1,0,null
315,"BGL36FME","Michelle","Vaughn","Lodi","OK","eu.nulla@mollisneccursus.edu","(785) 799-6686",1,0,null,0,1,null,null,null,null,null
317,"GJV81ZBD","Iliana","Melendez","Mayagez","NJ","laoreet@necorciDonec.com","(119) 202-0468",1,null,1,null,null,1,1,null,null,0
318,"PZH51HVF","Orson","Holden","Brockton","NB","pede@rhoncus.edu","(321) 999-1102",null,0,0,null,null,1,1,1,0,null
321,"CFW74VGD","Jeremy","Gutierrez","Ponce","IL","blandit.mattis@sitametmassa.org","(812) 850-4440",0,null,null,null,null,1,null,1,0,null
322,"VHM00ZCN","Hasad","Leonard","Lynwood","WV","in.tempus.eu@ametdiam.com","(678) 293-9632",null,null,null,0,null,null,1,0,null,1
323,"EJJ05HIL","Yasir","Molina","Ogdensburg","ID","nascetur.ridiculus@CraspellentesqueSed.com","(118) 773-4973",0,0,1,0,1,null,0,0,0,null
327,"LWE81KBE","Otto","Benson","Vineland","NB","Mauris@interdumenim.com","(721) 758-0618",null,null,0,null,null,null,null,null,1,null
328,"VBU07IXT","Zelenia","Boyd","Murrieta","VT","facilisis.Suspendisse@placerat.edu","(323) 567-9425",1,null,0,1,null,0,0,null,0,1
330,"FOR30CUT","Galvin","Wilkerson","Newcastle","ND","aliquet.sem@arcuVestibulumante.edu","(448) 673-4334",1,0,null,null,0,1,0,null,1,1
331,"PAI46AUD","Illana","Church","Minneapolis","NB","urna.Ut.tincidunt@Nunc.com","(921) 702-1787",null,null,null,null,0,null,1,1,null,null
333,"ZEC45MUL","Scott","Lowery","Sunbury","NL","rutrum@Praesentinterdumligula.edu","(627) 763-6245",1,0,0,0,0,null,1,null,0,0
334,"IQL03CMZ","Harding","Steele","Missoula","NB","commodo@Nunc.edu","(193) 480-6069",null,null,null,null,0,1,0,null,null,0
335,"FXK63HQZ","Hamilton","Fry","Tok","NS","consectetuer@luctusut.edu","(320) 181-4665",0,0,null,1,null,null,1,1,0,null
336,"IQH36EMB","Quin","Burnett","Modesto","NB","dignissim.tempor.arcu@Donectemporest.com","(723) 188-5667",1,null,0,null,0,0,0,null,1,0
343,"MGS14WPS","Howard","Chang","Marshall","QC","justo@arcu.com","(939) 237-4717",null,null,0,null,null,0,null,null,0,1
344,"UNE66MKC","Clio","Mcbride","Tucson","NU","vitae@Cumsociis.org","(714) 942-3897",null,0,0,0,1,0,0,1,null,1
349,"XKC01NYC","Luke","Middleton","San Clemente","MN","libero.dui.nec@nonfeugiatnec.edu","(710) 883-7239",null,1,null,1,1,1,0,null,null,null
350,"CZO18MOO","Patience","Strong","Marshall","AB","magnis.dis.parturient@suscipitest.org","(351) 822-8648",1,1,null,1,0,1,1,0,0,0
351,"ZVQ06WJL","Kenneth","Romero","Effingham","NT","sem@nec.edu","(927) 504-2296",0,1,1,null,null,null,null,0,1,null
353,"CUI55MLU","Sheila","Delgado","Oxnard","PE","tincidunt.orci.quis@laoreetposuere.org","(519) 587-5863",1,null,null,null,null,null,0,1,null,null
356,"FXV56BFH","Idona","Jarvis","Rawlins","NE","vitae.sodales.nisi@convallis.ca","(891) 759-6753",1,1,null,null,null,1,null,null,null,null
357,"QBZ78PTN","Erich","Frost","Stamford","AB","Proin.velit.Sed@dapibusquam.ca","(868) 602-8156",null,null,0,null,1,0,1,null,null,0
359,"RPX63TDF","Nathaniel","Winters","Lock Haven","NB","justo@lorem.ca","(593) 825-8381",null,1,null,null,0,1,0,0,null,null
363,"JAA01PPI","Wang","Day","Sandpoint","TX","non.enim.commodo@idenim.com","(326) 410-6480",0,null,null,1,null,0,null,null,1,null
365,"AJY02VWD","Nehru","Fitzgerald","Rancho Cucamonga","SK","eleifend.nec.malesuada@nuncrisusvarius.edu","(285) 290-8134",0,null,null,0,null,1,null,null,null,1
367,"NWM52JIR","Athena","Levy","Evansville","NS","malesuada.fringilla@facilisisloremtristique.ca","(560) 381-7740",0,1,0,null,null,null,1,0,1,null
370,"IFZ01JVA","Tatum","Puckett","Tok","AB","tincidunt.congue@mauris.org","(729) 919-9530",1,null,0,null,null,null,null,null,1,null
372,"MWJ68RDX","Yuri","Huff","San Dimas","NS","orci.lacus.vestibulum@placerataugueSed.ca","(136) 134-8532",null,0,0,null,0,null,1,null,1,0
373,"VXN49VXV","Graham","Ferrell","Brunswick","PA","lectus@eleifend.edu","(825) 805-1040",1,1,null,0,null,null,0,null,null,0
374,"ZUQ56SDU","Otto","Mejia","Sierra Madre","IN","vitae.sodales@consequat.org","(378) 850-0129",null,1,null,0,0,0,null,null,1,1
376,"QGM23RHB","Otto","Callahan","Orlando","VA","varius.orci.in@Aliquam.edu","(992) 697-5943",null,0,null,0,1,1,0,0,null,null
377,"ELB49BGO","Yasir","Peterson","Tacoma","NY","at.lacus@consequat.edu","(538) 283-7167",1,0,0,null,1,0,null,0,0,null
378,"CVK90HIT","Isadora","Wiley","Lake Charles","AB","elit@Innecorci.com","(463) 713-7307",0,0,1,1,null,null,0,0,null,0
381,"INE45CIR","Kimberley","Peters","Batavia","WA","nec@Maurisblandit.org","(726) 608-5281",0,0,null,0,null,null,1,1,0,null
383,"UIG23MLK","Farrah","Melendez","Santa Monica","NL","leo@ac.com","(837) 817-2756",null,null,1,1,null,null,1,0,0,null
385,"URK20SKA","Curran","Kerr","Batavia","NB","sodales.at@dictumsapienAenean.org","(419) 124-4020",null,1,0,0,1,0,1,null,null,null
386,"LUS48ZVJ","Anthony","Blake","Laguna Beach","NB","Duis@erosNam.com","(209) 208-6424",1,1,0,0,null,0,null,1,null,null
387,"YME96FTI","Nora","Abbott","Rockville","SD","ultrices.a@Nullaegetmetus.ca","(103) 341-7313",0,null,0,1,null,null,0,1,0,null
388,"YNP27BLO","Hayley","Mcpherson","Vancouver","AB","enim@Aliquamultrices.edu","(526) 627-3725",null,null,null,0,null,1,null,0,null,0
389,"HHM98SQG","Jolie","Solomon","Rolla","PE","tincidunt.pede@sedsapienNunc.com","(113) 812-5336",null,0,null,null,1,null,null,null,0,null
390,"NOS84WCZ","Daphne","Hull","Olympia","AZ","aliquet.sem.ut@Sednunc.ca","(162) 492-4484",0,null,null,0,1,null,null,null,null,1
391,"ORE80CCN","Kasimir","Tyler","Youngstown","NT","ac.tellus.Suspendisse@eutellusPhasellus.org","(847) 384-7983",0,0,1,null,1,null,1,null,null,0
392,"AOM88IFN","Eve","Bonner","South Portland","MT","sapien@luctusfelis.ca","(231) 817-8013",0,null,0,null,null,null,0,null,null,1
394,"WEC17CSI","Hedda","Morin","Azusa","MS","ut@vitaerisusDuis.edu","(490) 213-1610",1,1,0,0,0,null,null,1,null,1
395,"QAU72XBJ","Kylynn","Delgado","Laramie","NL","adipiscing.elit@iaculisodio.edu","(414) 922-8134",0,null,1,1,0,null,1,null,null,0
396,"DGJ61OXA","Michelle","Donovan","Jeffersonville","NL","ultricies@Morbi.edu","(926) 904-0251",null,null,null,null,0,null,1,null,1,1
397,"ANB64CBN","Glenna","Mcleod","Oshkosh","MD","nulla.ante.iaculis@elitdictumeu.edu","(666) 653-1919",null,1,null,null,1,0,1,1,0,null
398,"JAN06BKU","Wesley","Mcclure","Paterson","NH","tellus.Phasellus@pede.ca","(782) 942-5086",null,null,null,null,null,null,1,0,null,null
400,"KKV29LUA","Darrel","Flowers","Fond du Lac","NY","imperdiet.dictum@bibendum.org","(117) 484-8516",null,null,0,0,null,0,null,1,null,0
401,"FRE90ZMX","Kermit","Morris","Lawrenceville","YT","in.molestie.tortor@sodalesnisimagna.ca","(812) 221-1857",null,0,1,null,null,null,0,0,0,0
402,"YSR28WLC","Myles","Zamora","Springfield","NH","et@duiFuscealiquam.edu","(353) 316-0262",null,null,0,1,1,null,0,null,1,null
403,"XMT38WYW","Baxter","Mccall","Burlington","MB","Nunc.laoreet.lectus@idanteNunc.edu","(733) 698-0358",1,0,null,0,null,null,1,null,1,null
404,"TSL12KYI","Paul","Kirby","Charleston","ID","sed.consequat@felisullamcorperviverra.edu","(916) 502-7274",null,null,null,null,null,1,1,null,null,1
406,"OTK78TTX","Quinn","Black","Rockford","CA","Aliquam.tincidunt.nunc@duinecurna.org","(865) 549-5994",null,null,null,null,null,1,0,0,1,null
409,"MJS48BXJ","Nevada","Mcleod","Glen Cove","SK","erat@dolor.org","(738) 740-7007",null,null,1,0,0,0,null,1,0,1
410,"ORI34ULE","Shelby","Jacobs","Wilson","NL","tristique@Nuncacsem.org","(693) 949-8088",null,null,null,null,null,1,null,null,null,0
414,"FZW75HEG","Tallulah","Gross","Kalamazoo","YT","Etiam@nectellusNunc.org","(373) 716-0073",1,1,null,null,0,1,1,1,1,0
419,"UBY16FET","Cain","Delacruz","Sun Valley","PE","bibendum.sed@luctus.org","(872) 831-2980",0,1,null,0,null,null,null,null,1,1
420,"PRF74PYT","Justin","Schmidt","Simi Valley","VT","Curabitur@euneque.edu","(894) 205-6615",1,null,1,0,0,1,null,1,null,0
424,"BDL34VOJ","Brynn","Rogers","Nanticoke","DE","eu.dui.Cum@gravida.edu","(131) 271-8373",0,null,1,0,null,0,null,null,1,null
425,"CIK25CJI","Ila","Christensen","Racine","NL","Ut.nec@nonummy.com","(581) 620-9499",1,null,null,0,1,1,0,null,0,1
426,"RHL79SWX","Chaney","Sampson","Sharon","PA","ut.erat.Sed@leo.org","(724) 686-7639",1,1,null,0,null,null,null,0,null,null
428,"ROL17ZVX","Ryder","Jordan","Bartlesville","NE","feugiat.nec@Aliquamauctor.org","(892) 246-3166",0,null,1,0,null,null,0,null,null,null
432,"FLU70UAR","Katell","Torres","Rancho Santa Margarita","MA","quam@ipsum.ca","(303) 997-6121",1,null,0,null,null,null,0,null,null,1
433,"QBR09PVO","Rhea","Boyer","Pasadena","NU","nonummy.ultricies.ornare@Nunc.com","(204) 265-5282",null,0,null,null,1,1,null,0,null,null
436,"OBU71DFV","Warren","Delgado","North Pole","KS","eu.tellus@neque.org","(392) 527-7201",1,1,1,1,1,1,null,null,null,null
440,"NXS80LPN","Kylynn","Oliver","Falls Church","PE","tellus.Phasellus@quam.edu","(724) 617-7246",0,null,null,0,0,null,null,null,null,0
141,"RRB46OBP","Howard","Day","Honolulu","NT","metus.facilisis.lorem@Quisquevarius.ca","(458) 915-1828",1,0,1,1,1,0,0,null,null,1
142,"WDH70KHF","Dante","Leblanc","Beaumont","MA","iaculis.aliquet@aclibero.ca","(598) 791-9159",0,0,1,null,0,null,null,1,null,1
143,"ABS88QAU","Raphael","Leon","Roseville","PA","quis.diam.luctus@amet.edu","(902) 343-0472",1,null,null,1,null,1,null,null,null,null
144,"UCX04JKN","Ria","Cline","Reedsport","OR","neque.tellus.imperdiet@Ut.ca","(225) 768-1687",1,1,1,null,1,0,0,1,null,1
145,"STB25RBQ","Frances","Trujillo","Honolulu","NV","amet.risus.Donec@arcuiaculis.edu","(517) 661-5233",0,null,null,null,null,null,null,0,null,1
148,"CIU56POH","Rajah","Dillon","Spokane","OK","ipsum@maurisrhoncus.com","(757) 360-3602",1,null,1,0,null,1,0,null,null,null
149,"SVY40ONL","Dillon","Lang","Quincy","QC","nec.tempus.mauris@fermentum.ca","(507) 278-5307",0,null,null,null,null,null,0,null,1,1
151,"GWZ63SBC","Brittany","Colon","Saipan","NB","Nunc.mauris@luctusipsum.edu","(869) 774-5985",null,0,0,null,1,null,null,1,null,null
152,"HWA16TQE","Nathan","Kinney","Racine","DC","Quisque@nondapibusrutrum.edu","(506) 243-1053",null,1,null,1,null,null,null,null,1,0
153,"BLE66OZT","Lysandra","Mays","Bradford","NJ","lacinia.at@conguea.com","(989) 933-0389",null,1,null,null,0,null,null,1,0,null
154,"WLQ73YDJ","Diana","Wynn","Fort Smith","NS","gravida@acfacilisisfacilisis.org","(579) 799-5849",null,1,1,null,0,null,1,0,1,0
156,"TWM35VPY","Clare","Nelson","Weymouth","NU","libero.lacus@mollis.org","(883) 482-8410",null,0,0,0,1,0,0,1,1,0
157,"FWJ53FTF","Maile","Spencer","Fountain Valley","YT","Curabitur@acmi.ca","(243) 614-2118",null,1,1,null,null,0,1,null,1,null
160,"NOO90FQE","Jade","Barry","Seattle","VA","orci.Ut@semperpretium.ca","(730) 223-7375",null,null,0,1,0,null,0,1,0,null
161,"ZDA02GKA","Malik","Conner","New Castle","KS","urna@elementumategestas.ca","(513) 316-9160",0,null,null,1,null,null,0,null,null,null
164,"LIP56JZK","Micah","Walton","San Mateo","MD","scelerisque.neque.Nullam@odio.org","(799) 765-1715",null,1,null,null,null,null,null,0,0,null
166,"AMI53NXC","Sheila","Pena","Asheville","MT","Sed.id@eu.org","(602) 554-2478",null,1,0,null,null,0,null,0,1,null
169,"AYQ83HGO","Deborah","Watts","Cranston","NS","non@quamdignissimpharetra.ca","(400) 392-9599",1,null,1,null,null,null,1,1,1,1
170,"NBO53LVI","Amy","Saunders","Frederiksted","YT","dolor.elit.pellentesque@arcu.com","(374) 461-3689",null,null,0,0,0,null,null,null,null,0
172,"UKK70QBF","Kitra","Mueller","College Station","NL","Cras@a.edu","(790) 996-3146",0,null,null,null,null,1,null,null,null,1
173,"VRV86TNA","TaShya","Wilkins","Palo Alto","NT","eu.turpis@vitae.com","(560) 400-7825",0,null,0,null,0,1,1,1,null,null
175,"QBL87XAD","Emmanuel","Mann","Myrtle Beach","SC","Proin.vel@tortor.edu","(652) 752-8558",0,null,0,1,null,null,null,1,null,null
178,"FSR62FMY","Cadman","Contreras","Connellsville","NL","libero.Proin.sed@erat.edu","(592) 583-1313",0,1,0,1,1,null,null,0,null,0
181,"DXD90ESW","Hillary","Herman","Highland Park","AK","nulla.Donec.non@estmauris.edu","(948) 478-9337",1,0,null,null,0,0,0,null,null,0
183,"PRR31VLU","Ebony","Montoya","Avalon","PE","Integer@Etiamlaoreetlibero.org","(888) 713-3349",1,0,null,null,null,null,null,0,null,null
184,"TVX65AZX","Hermione","Jacobs","Sierra Madre","YT","Vestibulum@non.ca","(582) 514-4465",1,null,1,1,1,null,0,1,null,null
185,"YRT11WQP","Gary","Gentry","Cincinnati","AK","in@ullamcorperDuis.com","(574) 835-4376",null,0,null,null,null,1,null,1,1,null
186,"AMK43TAW","August","Roberts","Madison","NU","eu.placerat.eget@maurisutmi.edu","(485) 280-0466",null,1,0,null,null,null,1,null,0,1
188,"EQD28PGJ","Timothy","Wilkins","Barrow","LA","vitae.posuere@Donecest.org","(946) 691-0385",0,0,null,null,null,0,1,1,null,null
189,"HYV96TBP","Belle","Terrell","College Park","CA","Nunc@Integerinmagna.com","(192) 250-6024",null,0,null,0,0,null,0,0,null,null
192,"QZI60NTM","Georgia","Pratt","Lincoln","PE","arcu@auctorvitaealiquet.ca","(782) 176-9031",1,1,null,1,null,null,1,0,null,null
193,"VSW07PUQ","Louis","Brown","Rolling Hills","AL","placerat@pharetrautpharetra.edu","(121) 999-7108",null,1,1,0,0,null,null,1,1,1
194,"ZOV05VBH","Abra","Bond","Columbus","CT","sollicitudin@lacuspedesagittis.org","(315) 920-6876",null,1,null,null,1,null,0,1,null,0
195,"MWK08RDN","Kathleen","Sparks","Chesapeake","GA","ligula.Nullam.feugiat@risusDonec.com","(204) 196-9809",null,null,1,null,1,1,1,1,0,1
198,"AIO93JTY","Reece","Tucker","Pendleton","SD","enim.Sed@Inscelerisquescelerisque.ca","(154) 585-6356",null,1,1,0,null,null,0,null,1,null
199,"QFW17UQL","Bevis","Dale","Cedar Falls","NY","at.iaculis.quis@Duisvolutpat.ca","(971) 232-3589",0,1,null,1,null,1,null,null,null,0
201,"MTO52HVZ","Coby","Gaines","Newport","SK","nonummy@porttitoreros.org","(468) 314-3447",null,null,null,null,0,1,1,1,0,0
203,"HRA88UYV","Karen","Richardson","Spokane","NM","cursus.a@intempuseu.com","(479) 399-2747",null,null,1,0,1,1,null,null,null,null
204,"UJE76BTX","Shellie","Charles","Newport Beach","OR","volutpat@purusNullam.org","(345) 893-9053",null,null,null,null,1,1,0,null,null,1
206,"TRJ59VKT","Jescie","Gross","Fort Smith","QC","pretium@Curae;Phasellus.com","(806) 203-3192",null,1,1,1,1,null,1,0,null,0
207,"VMK56LWA","Kirsten","Rosales","Eau Claire","PE","metus.eu@ametfaucibusut.org","(707) 997-5188",0,0,0,1,null,1,null,null,0,null
208,"UWK58HHK","Ifeoma","Burris","Fernley","IL","egestas.Sed@vehicula.ca","(323) 146-1862",null,null,null,1,0,null,null,null,0,1
209,"ZWD39NAC","Harrison","Melton","Hollister","NT","nec.euismod@erat.org","(127) 170-3165",1,null,1,0,1,0,null,null,null,0
214,"UAM52KXW","Aidan","Bryant","Monrovia","NM","ac@velitAliquamnisl.edu","(132) 673-1538",null,0,null,null,null,0,1,1,0,1
215,"MVZ73SEM","Daquan","Lang","Half Moon Bay","NL","Nunc.mauris@mattis.ca","(323) 413-1924",1,1,1,1,0,0,0,1,1,1
219,"FYX02XXZ","Oren","Oneill","Mankato","QC","ultricies.ornare@et.edu","(619) 604-4584",1,1,null,0,1,null,null,null,null,null
220,"FUK14NPV","Alea","Henson","Eden Prairie","VA","consectetuer.rhoncus@semconsequat.org","(207) 446-5295",null,0,1,0,null,null,1,1,null,null
221,"UGO56ADE","Donna","Barker","Port Washington","ON","risus.Duis.a@elit.ca","(880) 658-4105",null,null,null,null,0,null,null,null,0,0
222,"YRE93SVT","Sydnee","Vazquez","Fresno","MO","at.pretium.aliquet@feugiatLorem.ca","(531) 642-8018",0,1,1,0,1,null,0,null,null,null
224,"MMV91VVW","Iona","Stephenson","Christiansted","CA","sem.Pellentesque.ut@vulputate.org","(243) 141-3156",null,null,null,null,1,null,null,0,null,null
226,"KVH49WZW","Jin","Sweet","Kennewick","MB","quis@nonantebibendum.org","(872) 422-4262",1,0,0,null,null,null,0,1,0,0
227,"UMZ98FGH","Imogene","Velazquez","Lock Haven","AB","egestas.rhoncus@libero.ca","(210) 184-6709",null,1,null,1,1,1,null,null,1,0
228,"MYO50JBS","Beau","Carey","New Madrid","NT","primis@erat.edu","(181) 921-2878",0,null,1,0,0,null,1,0,0,null
230,"JMY88DYW","Josiah","Rutledge","Brea","MD","gravida.molestie.arcu@venenatis.com","(680) 517-1910",null,null,0,1,null,null,0,null,null,1
233,"IZS28CQB","Allistair","Bryant","Easthampton","NL","neque.vitae.semper@pede.ca","(217) 171-0948",null,null,0,null,null,0,null,null,0,1
236,"BFL14DIV","Nayda","Pierce","Lynn","NU","magna@enimcondimentum.edu","(866) 657-3395",1,0,null,0,0,1,0,null,1,1
237,"DNR71EMM","Keith","Horne","Woburn","CT","lorem.lorem@consequat.com","(254) 849-0650",null,null,null,0,null,1,null,1,0,null
238,"SIQ12BAG","Mercedes","Mclean","Eugene","YT","amet.faucibus.ut@necmetus.ca","(728) 662-5627",0,null,1,null,1,0,1,null,null,0
